fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;great
05.май;0.24;0.45;01.июл;0.046;22;113;0.99224;мар.22;0.48;10;5;0
06.май;0.25;0.27;17.апр;0.064;29;140;0.99776;03.фев;0.49;10.янв;6;1
06.июн;0.13;0.29;13.сен;0.056;33;95;0.99702;мар.17;0.39;09.апр;6;1
7;0.39;0.21;10.июл;0.098;13;91;0.99657;03.мар;0.47;09.мар;5;0
07.сен;0.21;0.39;2;0.057;21;138;0.99176;03.май;0.52;10.сен;5;0
7;0.3;0.28;02.фев;0.042;21;177;0.99166;03.фев;0.57;11.апр;5;0
08.янв;0.2;0.3;01.мар;0.036;7;49;0.99242;фев.99;0.73;10.мар;5;0
08.мар;0.18;0.3;01.янв;0.033;20;57;0.99109;03.фев;0.51;11;6;1
07.сен;0.21;0.39;2;0.057;21;138;0.99176;03.май;0.52;10.сен;5;0
07.фев;0.17;0.34;06.апр;0.042;16;111;0.99278;фев.99;0.4;10.авг;6;1
08.янв;0.2;0.3;01.мар;0.036;7;49;0.99242;фев.99;0.73;10.мар;5;0
08.мар;0.18;0.3;01.янв;0.033;20;57;0.99109;03.фев;0.51;11;6;1
7;0.39;0.21;10.июл;0.098;13;91;0.99657;03.мар;0.47;09.мар;5;0
06.авг;0.21;0.62;06.апр;0.041;7;113;0.99358;фев.96;0.59;10.фев;5;0
06.сен;0.21;0.62;06.мар;0.042;7;109;0.99358;фев.96;0.59;10.фев;6;1
07.фев;0.17;0.34;06.апр;0.042;16;111;0.99278;фев.99;0.4;10.авг;6;1
06.авг;0.26;0.34;15.янв;0.06;42;162;0.99705;мар.24;0.52;10.май;3;0
07.фев;0.28;0.38;2;0.052;23;156;0.9912;мар.13;0.52;11.янв;5;0
07.сен;0.21;0.39;2;0.057;21;138;0.99176;03.май;0.52;10.сен;5;0
7;0.3;0.28;02.фев;0.042;21;177;0.99166;03.фев;0.57;11.апр;5;0
07.апр;0.34;0.28;12.янв;0.049;31;149;0.99677;мар.22;0.49;10.мар;5;0
06.мар;0.43;0.32;08.авг;0.042;18;106;0.99172;мар.28;0.33;12.сен;7;1
06.авг;0.41;0.3;08.авг;0.045;28;131;0.9953;03.дек;0.59;09.сен;5;0
06.мар;0.4;0.24;05.янв;0.036;43;131;0.99186;мар.24;0.44;11.мар;6;1
05.янв;0.35;0.26;06.авг;0.034;36;120;0.99188;мар.38;0.4;11.май;6;1
05.янв;0.35;0.26;06.авг;0.034;36;120;0.99188;мар.38;0.4;11.май;6;1
06.мар;0.3;0.2;03.июл;0.039;34;132;0.99158;3;0.38;10.июл;5;0
06.сен;0.28;0.28;12.фев;0.042;52;139;0.99522;03.мар;0.56;10.апр;6;1
7;0.33;0.28;05.июл;0.033;39;204;0.99176;мар.17;0.64;12.май;6;1
06.июл;0.26;0.49;08.янв;0.052;48;197;0.99558;мар.19;0.48;09.май;5;0
07.мар;0.24;0.3;02.май;0.042;31;104;0.9911;03.май;0.56;11.мар;7;1
06.июл;0.46;0.21;4;0.034;12;88;0.99016;мар.26;0.54;13;6;1
05.янв;0.35;0.26;06.авг;0.034;36;120;0.99188;мар.38;0.4;11.май;6;1
05.янв;0.23;0.18;1;0.053;13;99;0.98956;мар.22;0.39;11.май;5;0
06.мар;0.4;0.24;05.янв;0.036;43;131;0.99186;мар.24;0.44;11.мар;6;1
07.янв;0.44;0.23;05.авг;0.035;24;100;0.99062;мар.15;0.57;13.фев;7;1
04.авг;0.26;0.23;10.июн;0.034;23;111;0.99274;мар.46;0.28;11.май;7;1
06.авг;0.31;0.19;03.май;0.086;30;130;0.993;фев.83;0.44;09.июн;5;0
06.авг;0.31;0.19;03.май;0.086;30;130;0.993;фев.83;0.44;09.июн;5;0
7;0.15;0.29;16.апр;0.058;45;110;0.9978;мар.15;0.37;09.июл;6;1
06.май;0.41;0.22;04.авг;0.052;49;142;0.9946;мар.14;0.62;09.фев;5;0
06.фев;0.31;0.23;03.мар;0.052;34;113;0.99429;мар.16;0.48;08.апр;5;0
8;0.27;0.33;01.фев;0.05;41;103;0.99002;3;0.45;12.апр;6;1
8;0.27;0.33;01.фев;0.05;41;103;0.99002;3;0.45;12.апр;6;1
06.май;0.41;0.22;04.авг;0.052;49;142;0.9946;мар.14;0.62;09.фев;5;0
06.фев;0.31;0.23;03.мар;0.052;34;113;0.99429;мар.16;0.48;08.апр;5;0
06.июл;0.37;0.25;02.май;0.028;24;84;0.9909;мар.14;0.36;11.июл;6;1
06.июн;0.21;0.5;08.июл;0.036;41;191;0.99294;фев.96;0.56;11;6;1
07.май;0.26;0.31;01.июн;0.032;36;109;0.99044;фев.97;0.43;11.сен;6;1
07.май;0.34;0.28;4;0.028;46;100;0.98958;03.фев;0.5;13.фев;7;1
06.июл;0.37;0.25;02.май;0.028;24;84;0.9909;мар.14;0.36;11.июл;6;1
06.апр;0.32;0.23;16.фев;0.055;36;176;0.9986;мар.26;0.54;09.янв;5;0
06.июл;0.24;0.32;9;0.023;20;109;0.99262;мар.34;0.35;12.июн;6;1
06.апр;0.32;0.23;16.фев;0.055;36;176;0.9986;мар.26;0.54;09.янв;5;0
07.янв;0.39;0.79;01.апр;0.194;23;90;0.99212;мар.17;0.46;10.май;6;1
08.фев;0.31;0.43;7;0.047;18;87;0.99628;мар.23;0.64;10.июн;5;0
06.июл;0.24;0.32;9;0.023;20;109;0.99262;мар.34;0.35;12.июн;6;1
05.сен;0.17;0.29;03.янв;0.03;32;123;0.98913;мар.41;0.33;13.июл;7;1
05.сен;0.2;0.23;01.май;0.037;38;93;0.99021;мар.36;0.49;12;6;1
06.июн;0.32;0.26;04.июн;0.031;26;120;0.99198;03.апр;0.73;12.май;7;1
05.сен;0.12;0.27;04.авг;0.03;40;110;0.99226;мар.55;0.68;12.янв;6;1
05.сен;0.18;0.29;04.июн;0.032;68;137;0.99159;мар.21;0.38;11.мар;6;1
05.сен;0.2;0.23;01.май;0.037;38;93;0.99021;мар.36;0.49;12;6;1
05.апр;0.17;0.27;02.июл;0.049;28;104;0.99224;мар.46;0.55;10.мар;6;1
06.янв;0.21;0.3;06.мар;0.039;47;136;0.99068;мар.27;0.31;12.июл;6;1
07.мар;0.25;0.26;07.фев;0.048;52;207;0.99587;03.дек;0.37;09.фев;5;0
07.мар;0.25;0.26;07.фев;0.048;52;207;0.99587;03.дек;0.37;09.фев;5;0
06.фев;0.22;0.3;12.апр;0.054;108;152;0.99728;03.янв;0.47;09.май;6;1
06.май;0.27;0.19;06.июн;0.045;98;175;0.99364;мар.16;0.34;10.янв;6;1
06.май;0.27;0.19;06.июн;0.045;98;175;0.99364;мар.16;0.34;10.янв;6;1
06.июн;0.39;0.22;4;0.038;17;98;0.99018;мар.25;0.53;13;7;1
6;0.31;0.38;04.авг;0.04;41;101;0.98968;мар.24;0.56;13.янв;6;1
08.апр;0.23;0.32;01.мар;0.048;59;113;0.99178;03.янв;0.55;11;6;1
07.мар;0.25;0.26;07.фев;0.048;52;207;0.99587;03.дек;0.37;09.фев;5;0
6;0.22;0.25;11.янв;0.056;112;177;0.9961;03.авг;0.36;09.апр;6;1
06.фев;0.22;0.3;12.апр;0.054;108;152;0.99728;03.янв;0.47;09.май;6;1
06.янв;0.23;0.27;09.авг;0.055;74;134;0.99534;мар.16;0.4;10.фев;6;1
06.май;0.27;0.19;06.июн;0.045;98;175;0.99364;мар.16;0.34;10.янв;6;1
07.мар;0.36;0.54;13.мар;0.054;63;193;0.99864;03.июн;0.49;08.июн;4;0
07.июн;0.37;0.51;11.июл;0.094;58;181;0.99776;фев.91;0.51;9;5;0
06.июл;0.26;0.51;8;0.062;50;194;0.99545;мар.13;0.5;09.июн;5;0
07.апр;0.22;0.27;01.июн;0.057;45;98;0.99299;мар.29;0.44;09.сен;7;1
06.янв;0.22;0.28;16.55;0.059;54;135;0.99665;03.фев;0.38;10.май;5;0
07.янв;0.28;0.31;01.май;0.053;20;98;0.99069;мар.15;0.5;11.апр;5;0
06.май;0.35;0.31;10.фев;0.069;58;170;0.99692;мар.18;0.49;09.апр;5;0
06.авг;0.73;0.2;06.июн;0.054;25;65;0.99324;03.дек;0.28;11.янв;4;0
6;0.28;0.24;17.авг;0.047;42;111;0.99896;03.янв;0.45;08.сен;6;1
6;0.28;0.24;17.авг;0.047;42;111;0.99896;03.янв;0.45;08.сен;6;1
07.янв;0.2;0.37;01.май;0.049;28;129;0.99226;мар.15;0.52;10.авг;5;0
06.авг;0.33;0.31;07.апр;0.045;34;143;0.99226;03.июн;0.55;12.фев;6;1
6;0.28;0.24;17.авг;0.047;42;111;0.99896;03.янв;0.45;08.сен;6;1
07.фев;0.24;0.36;2;0.029;21;63;0.99076;мар.13;0.63;12.май;6;1
06.авг;0.33;0.31;07.апр;0.045;34;143;0.99226;03.июн;0.55;12.фев;6;1
07.фев;0.24;0.36;2;0.029;21;63;0.99076;мар.13;0.63;12.май;6;1
6;0.28;0.24;17.авг;0.047;42;111;0.99896;03.янв;0.45;08.сен;6;1
06.фев;0.27;0.26;12.янв;0.046;43;127;0.9951;мар.16;0.37;10.авг;6;1
06.апр;0.38;0.26;08.фев;0.043;28;98;0.99234;фев.99;0.31;11.апр;6;1
07.янв;0.2;0.37;01.май;0.049;28;129;0.99226;мар.15;0.52;10.авг;5;0
6;0.21;0.3;08.июл;0.036;47;127;0.99368;мар.18;0.39;10.июн;5;0
7;0.34;0.1;03.май;0.044;17;63;0.9937;03.янв;0.39;09.фев;5;0
05.сен;0.435;0.16;06.апр;0.031;21;134;0.99151;мар.24;0.46;12.фев;6;1
7;0.25;0.33;02.янв;0.021;17;76;0.99021;мар.26;0.45;12.мар;6;1
06.июл;0.26;0.29;07.июл;0.038;40;179;0.99479;мар.23;0.56;10.апр;6;1
7;0.24;0.3;12.мар;0.035;72;172;0.9954;фев.99;0.57;10.апр;6;1
08.май;0.23;0.34;01.мар;0.035;54;110;0.99176;03.июл;0.55;11;7;1
6;0.21;0.3;08.июл;0.036;47;127;0.99368;мар.18;0.39;10.июн;5;0
7;0.34;0.1;03.май;0.044;17;63;0.9937;03.янв;0.39;09.фев;5;0
04.авг;0.65;0.12;01.янв;0.013;4;10;0.99246;мар.32;0.36;13.май;4;0
06.янв;0.22;0.38;02.авг;0.144;12;65;0.9908;фев.95;0.64;11.апр;6;1
05.авг;0.27;0.26;03.май;0.071;26;69;0.98994;03.янв;0.38;11.май;6;1
5;0.455;0.18;01.сен;0.036;33;106;0.98746;мар.21;0.83;14;7;1
06.май;0.33;0.3;03.авг;0.036;34;88;0.99028;мар.25;0.63;12.май;7;1
06.май;0.33;0.3;03.авг;0.036;34;88;0.99028;мар.25;0.63;12.май;7;1
06.июл;0.31;0.3;02.апр;0.038;30;83;0.98867;03.сен;0.36;12.авг;7;1
06.фев;0.39;0.24;04.авг;0.037;45;138;0.99174;мар.23;0.43;11.фев;7;1
06.фев;0.39;0.24;04.авг;0.037;45;138;0.99174;мар.23;0.43;11.фев;7;1
07.янв;0.37;0.3;06.фев;0.04;49;139;0.99021;мар.17;0.27;13.июн;6;1
07.фев;0.23;0.82;01.мар;0.149;70;109;0.99304;фев.93;0.42;09.фев;6;1
06.май;0.33;0.3;03.авг;0.036;34;88;0.99028;мар.25;0.63;12.май;7;1
07.фев;0.25;0.32;01.май;0.054;24;105;0.99154;мар.17;0.48;11.янв;6;1
06.фев;0.39;0.24;04.авг;0.037;45;138;0.99174;мар.23;0.43;11.фев;7;1
04.июл;0.455;0.18;01.сен;0.036;33;106;0.98746;мар.21;0.83;14;7;1
07.янв;0.37;0.3;06.фев;0.04;49;139;0.99021;мар.17;0.27;13.июн;6;1
06.фев;0.28;0.51;07.сен;0.056;49;206;0.9956;мар.18;0.52;09.апр;5;0
06.апр;0.35;0.28;01.июн;0.037;31;113;0.98779;03.дек;0.4;14.фев;7;1
06.июн;0.31;0.28;01.апр;0.035;28;107;0.98836;3;0.4;13.фев;6;1
07.апр;0.25;0.37;02.июн;0.05;24;132;0.99138;03.апр;0.53;11.фев;6;1
07.мар;0.36;0.34;14.авг;0.057;46;173;0.99751;мар.14;0.57;10.фев;5;0
06.июл;0.31;0.3;02.апр;0.038;30;83;0.98867;03.сен;0.36;12.авг;7;1
08.июн;0.31;0.3;0.9;0.045;16;109;0.99249;фев.95;0.39;10.янв;5;0
08.июн;0.31;0.3;0.9;0.045;16;109;0.99249;фев.95;0.39;10.янв;5;0
08.июн;0.22;0.33;01.фев;0.031;38;95;0.99239;фев.83;0.31;10.мар;5;0
06.сен;0.14;0.29;09.сен;0.056;30;91;0.99512;мар.19;0.33;09.сен;6;1
06.май;0.22;0.31;03.сен;0.046;17;106;0.99098;мар.15;0.31;11.май;5;0
06.июн;0.32;0.47;15.июн;0.063;27;173;0.99872;мар.18;0.56;9;5;0
06.июн;0.32;0.47;15.июн;0.063;27;173;0.99872;мар.18;0.56;9;5;0
06.янв;0.28;0.26;01.май;0.03;25;101;0.98894;03.мар;0.41;12.янв;6;1
06.фев;0.3;0.28;01.июн;0.036;28;106;0.988245;мар.14;0.41;13.мар;6;1
06.сен;0.22;0.28;07.авг;0.05;43;116;0.99326;мар.22;0.6;11.май;8;1
08.июл;0.31;0.21;05.июн;0.039;28;67;0.99328;фев.96;0.52;11;4;0
07.мар;0.27;0.3;01.мар;0.04;26;84;0.99222;мар.28;0.53;10.июл;6;1
7;0.46;0.2;16.июл;0.046;50;184;0.99898;03.авг;0.56;09.апр;5;0
05.июл;0.23;0.25;июл.95;0.042;16;108;0.99486;мар.44;0.61;10.мар;6;1
06.май;0.36;0.36;06.июл;0.185;51.5;151;0.99528;мар.17;0.42;09.мар;5;0
08.фев;0.18;0.38;01.янв;0.04;41;92;0.99062;фев.88;0.6;12;6;1
06.фев;0.27;0.32;06.мар;0.048;47;159;0.99282;мар.21;0.6;11;6;1
06.сен;0.4;0.37;08.сен;0.053;36;148;0.996;мар.16;0.5;09.мар;5;0
04.сен;0.345;0.34;1;0.068;32;143;0.99138;мар.24;0.4;10.янв;5;0
07.фев;0.23;0.39;01.май;0.053;26;106;0.99166;мар.18;0.47;11.янв;6;1
06.апр;0.2;0.15;06.июн;0.046;26;113;0.99408;фев.99;0.58;09.сен;6;1
06.янв;0.27;0.32;06.фев;0.048;47;161;0.99281;мар.22;0.6;11;6;1
06.фев;0.27;0.32;06.мар;0.048;47;159;0.99282;мар.21;0.6;11;6;1
6;0.3;0.33;02.янв;0.042;31;127;0.98964;мар.32;0.42;12.май;6;1
06.янв;0.3;0.32;02.фев;0.042;41;142;0.98952;мар.31;0.44;12.июл;7;1
05.июл;0.14;0.3;05.апр;0.045;26;105;0.99469;мар.32;0.45;09.мар;5;0
06.сен;0.4;0.37;08.сен;0.053;36;148;0.996;мар.16;0.5;09.мар;5;0
04.сен;0.345;0.34;1;0.068;32;143;0.99138;мар.24;0.4;10.янв;5;0
06.мар;0.33;0.2;17.сен;0.066;36;161;0.9991;мар.14;0.51;08.авг;5;0
7;0.16;0.3;02.июн;0.043;34;90;0.99047;фев.88;0.47;11.фев;6;1
08.апр;0.22;0.3;01.мар;0.038;45;122;0.99178;мар.13;0.54;10.авг;7;1
06.мар;0.33;0.2;17.сен;0.066;36;161;0.9991;мар.14;0.51;08.авг;5;0
7;0.16;0.3;02.июн;0.043;34;90;0.99047;фев.88;0.47;11.фев;6;1
05.апр;0.24;0.18;02.мар;0.05;22;145;0.99207;мар.24;0.46;10.мар;5;0
07.июл;0.31;0.36;04.мар;0.026;15;87;0.99152;03.ноя;0.48;12;5;0
05.июн;0.185;0.19;07.янв;0.048;36;110;0.99438;мар.26;0.41;09.май;6;1
05.июн;0.185;0.19;07.янв;0.048;36;110;0.99438;мар.26;0.41;09.май;6;1
06.июн;0.43;0.24;11.сен;0.04;54;159;0.99622;мар.14;0.54;09.авг;6;1
07.июн;0.39;0.46;11.июл;0.084;55;170;0.99773;фев.91;0.51;9;5;0
07.фев;0.58;0.27;05.авг;0.032;40;118;0.99088;мар.17;0.53;13;7;1
6;0.34;0.32;03.авг;0.044;13;116;0.99108;мар.39;0.44;11.авг;7;1
07.май;0.35;0.48;12.апр;0.056;61;176.5;0.99803;фев.97;0.52;08.авг;5;0
07.мар;0.38;0.23;06.май;0.05;18;102;0.99304;03.янв;0.55;11.фев;4;0
05.апр;0.185;0.19;07.янв;0.048;36;110;0.99438;мар.26;0.41;09.май;6;1
06.мар;0.27;0.51;07.июн;0.049;35;200;0.99548;мар.16;0.54;09.апр;4;0
06.май;0.29;0.52;07.сен;0.049;35;192;0.99551;мар.16;0.51;09.май;6;1
06.апр;0.17;0.3;02.авг;0.034;33;125;0.99152;03.мар;0.49;10.апр;6;1
06.июл;0.18;0.31;10.июн;0.035;42;143;0.99572;03.авг;0.49;09.авг;7;1
06.апр;0.17;0.3;02.авг;0.034;33;125;0.99152;03.мар;0.49;10.апр;6;1
06.авг;0.37;0.67;01.май;0.175;16;98;0.99244;03.июн;0.56;10.мар;6;1
06.мар;0.27;0.51;07.июн;0.049;35;200;0.99548;мар.16;0.54;09.апр;4;0
06.май;0.29;0.52;07.сен;0.049;35;192;0.99551;мар.16;0.51;09.май;6;1
06.янв;0.24;0.26;01.июл;0.033;61;134;0.9903;мар.19;0.81;11.сен;7;1
7;0.32;0.29;07.июн;0.025;35;124;0.99162;мар.15;0.65;12.авг;7;1
06.сен;0.27;0.25;07.май;0.03;18;117;0.99116;03.сен;0.38;13;6;1
06.май;0.29;0.53;01.июл;0.04;41;192;0.9922;мар.26;0.59;10.апр;7;1
06.май;0.29;0.52;01.июл;0.034;41;193;0.99223;мар.25;0.59;10.апр;6;1
06.янв;0.22;0.25;12.янв;0.035;54;135;0.99481;мар.21;0.4;10.июл;5;0
06.мар;0.22;0.27;04.май;0.036;81;157;0.9928;03.май;0.76;10.июл;7;1
06.янв;0.24;0.26;01.июл;0.033;61;134;0.9903;мар.19;0.81;11.сен;7;1
05.июн;0.23;0.25;8;0.043;31;101;0.99429;мар.19;0.42;10.апр;6;1
7;0.32;0.29;07.июн;0.025;35;124;0.99162;мар.15;0.65;12.авг;7;1
06.авг;0.11;0.27;08.июн;0.044;45;104;0.99454;03.фев;0.37;09.сен;6;1
06.авг;0.11;0.27;08.июн;0.044;45;104;0.99454;03.фев;0.37;09.сен;6;1
07.мар;0.23;0.41;14.июн;0.048;73;223;0.99863;мар.16;0.71;09.апр;6;1
06.янв;0.2;0.17;01.июн;0.048;46;129;0.991;03.мар;0.43;11.апр;6;1
06.авг;0.11;0.27;08.июн;0.044;45;104;0.99454;03.фев;0.37;09.сен;6;1
07.мар;0.23;0.41;14.июн;0.048;73;223;0.99863;мар.16;0.71;09.апр;6;1
06.сен;0.2;0.41;01.янв;0.06;36;104;0.99317;фев.99;0.39;09.фев;5;0
06.июл;0.19;0.32;03.июл;0.041;26;76;0.99173;02.сен;0.57;10.май;7;1
06.июл;0.28;0.34;08.сен;0.048;32;111;0.99455;мар.25;0.54;11;7;1
06.июл;0.28;0.34;08.сен;0.048;32;111;0.99455;мар.25;0.54;11;7;1
8;0.37;0.31;04.июл;0.038;3;127;0.99186;02.сен;0.72;12.янв;5;0
06.июл;0.28;0.34;08.сен;0.048;32;111;0.99455;мар.25;0.54;11;7;1
6;0.26;0.29;03.янв;0.041;37;144;0.98944;мар.22;0.39;12.авг;7;1
06.апр;0.24;0.49;05.авг;0.053;25;120;0.9942;03.янв;0.98;10.май;6;1
06.апр;0.24;0.49;05.авг;0.053;25;120;0.9942;03.янв;0.98;10.май;6;1
06.апр;0.24;0.49;05.авг;0.053;25;120;0.9942;03.янв;0.98;10.май;6;1
06.апр;0.25;0.57;1;0.062;21;122;0.99238;3;0.4;09.май;5;0
06.янв;0.25;0.48;15.авг;0.052;25;94;0.99782;03.июл;0.45;09.фев;6;1
06.авг;0.14;0.35;01.май;0.047;40;117;0.99111;03.июл;0.72;11.янв;6;1
06.май;0.38;0.26;05.фев;0.042;33;112;0.99067;03.июн;0.5;12.мар;7;1
06.авг;0.14;0.35;01.май;0.047;40;117;0.99111;03.июл;0.72;11.янв;6;1
05.апр;0.15;0.32;02.май;0.037;10;51;0.98878;03.апр;0.58;12.июн;6;1
06.апр;0.25;0.57;1;0.062;21;122;0.99238;3;0.4;09.май;5;0
06.янв;0.25;0.48;15.авг;0.052;25;94;0.99782;03.июл;0.45;09.фев;6;1
06.авг;0.22;0.32;05.сен;0.054;40;152;0.9938;03.фев;0.57;10.авг;6;1
07.фев;0.21;0.29;03.янв;0.044;39;122;0.99143;3;0.6;11.мар;6;1
6;0.26;0.29;03.янв;0.041;37;144;0.98944;мар.22;0.39;12.авг;7;1
06.апр;0.24;0.49;05.авг;0.053;25;120;0.9942;03.янв;0.98;10.май;6;1
06.май;0.46;0.24;11.май;0.051;56;171;0.99588;03.авг;0.56;09.авг;6;1
06.май;0.18;0.48;18;0.054;56;183;1.00038;фев.98;0.61;08.май;6;1
06.фев;0.32;0.12;04.авг;0.054;6;97;0.99424;мар.16;0.5;09.мар;5;0
07.фев;0.4;0.24;08.май;0.055;45;151;0.99626;03.фев;0.52;09.фев;5;0
05.сен;0.23;0.24;01.июн;0.037;32;115;0.99076;мар.21;0.51;11.апр;6;1
06.апр;0.18;0.48;18;0.054;56;183;1.00038;фев.98;0.61;08.май;6;1
06.фев;0.32;0.12;04.авг;0.054;6;97;0.99424;мар.16;0.5;09.мар;5;0
06.апр;0.37;0.12;05.сен;0.056;6;91;0.99536;03.июн;0.46;08.апр;4;0
7;0.23;0.42;01.янв;0.062;35;100;0.99318;03.апр;0.4;09.фев;5;0
07.фев;0.4;0.24;08.май;0.055;45;151;0.99626;03.фев;0.52;09.фев;5;0
07.июн;0.19;0.37;13.янв;0.033;52;151;0.99726;мар.18;0.79;10.апр;6;1
6;0.28;0.27;04.янв;0.046;50;147;0.99126;мар.27;0.56;11.июн;6;1
06.фев;0.32;0.45;02.сен;0.029;37;94;0.98998;мар.25;0.6;12.апр;6;1
07.июн;0.19;0.37;13.янв;0.033;52;151;0.99726;мар.18;0.79;10.апр;6;1
06.апр;0.26;0.26;01.янв;0.052;22;176;0.99304;03.сен;0.54;09.мар;5;0
05.сен;0.25;0.27;01.май;0.029;37;81;0.9892;03.фев;0.46;12.фев;6;1
06.янв;0.28;0.3;июл.75;0.031;33;139;0.99296;мар.22;0.46;11;6;1
06.сен;0.19;0.38;янв.15;0.023;30;105;0.99047;03.ноя;0.38;11.апр;5;0
06.апр;0.29;0.57;1;0.06;15;120;0.9924;03.июн;0.41;09.май;5;0
06.авг;0.27;0.22;17.авг;0.034;16;116;0.9989;03.июл;0.53;09.фев;5;0
07.май;0.26;0.38;05.июл;0.021;23;125;0.99338;мар.13;0.62;11.янв;6;1
06.авг;0.27;0.22;17.авг;0.034;16;116;0.9989;03.июл;0.53;09.фев;5;0
06.апр;0.2;0.22;07.апр;0.032;53;172;0.99404;мар.24;0.58;11;6;1
07.мар;0.33;0.22;01.апр;0.041;40;177;0.99287;мар.14;0.48;09.сен;5;0
07.мар;0.34;0.22;01.апр;0.044;43;176;0.99286;мар.14;0.46;09.сен;5;0
06.апр;0.29;0.57;1;0.06;15;120;0.9924;03.июн;0.41;09.май;5;0
06.янв;01.янв;0.16;04.апр;0.033;8;109;0.99058;мар.35;0.47;12.апр;4;0
06.мар;0.24;0.29;01.июн;0.052;48;185;0.9934;мар.21;0.5;09.апр;5;0
06.фев;0.24;0.22;07.сен;0.053;45;149;0.99545;мар.23;0.52;09.мар;5;0
07.апр;0.16;0.27;15.май;0.05;25;135;0.9984;02.сен;0.43;08.июл;7;1
07.апр;0.16;0.27;15.май;0.05;25;135;0.9984;02.сен;0.43;08.июл;7;1
07.апр;0.16;0.27;15.май;0.05;25;135;0.9984;02.сен;0.43;08.июл;7;1
07.апр;0.16;0.27;15.май;0.05;25;135;0.9984;02.сен;0.43;08.июл;7;1
07.фев;0.17;0.28;17.55;0.05;33;154;0.99971;фев.94;0.43;9;7;1
06.сен;0.19;0.35;13.май;0.038;49;118;0.99546;3;0.63;10.июл;6;1
06.сен;0.19;0.35;13.май;0.038;49;118;0.99546;3;0.63;10.июл;6;1
06.авг;0.16;0.36;01.мар;0.034;32;98;0.99058;03.фев;0.58;11.мар;6;1
07.апр;0.16;0.27;15.май;0.05;25;135;0.9984;02.сен;0.43;08.июл;7;1
06.авг;0.3;0.27;11.июн;0.028;22;97;0.99314;фев.96;0.38;11.июл;6;1
06.фев;0.24;0.22;07.сен;0.053;45;149;0.99545;мар.23;0.52;09.мар;5;0
07.апр;0.16;0.27;15.май;0.05;25;135;0.9984;02.сен;0.43;08.июл;7;1
07.фев;0.17;0.28;17.55;0.05;33;154;0.99971;фев.94;0.43;9;7;1
06.авг;0.3;0.27;11.июн;0.028;22;97;0.99314;фев.96;0.38;11.июл;6;1
06.май;0.43;0.18;13.15;0.032;25;131;0.99565;мар.23;0.51;10.июл;5;0
06.июн;0.17;0.36;01.сен;0.036;38;110;0.99056;03.май;0.54;11.апр;6;1
06.сен;0.19;0.35;13.май;0.038;49;118;0.99546;3;0.63;10.июл;6;1
06.авг;0.16;0.36;01.мар;0.034;32;98;0.99058;03.фев;0.58;11.мар;6;1
06.апр;0.41;0.01;06.янв;0.048;20;70;0.99362;мар.19;0.42;10;5;0
06.апр;0.41;0.01;06.янв;0.048;20;70;0.99362;мар.19;0.42;10;5;0
07.апр;0.36;0.32;01.сен;0.036;27;119;0.99196;мар.15;0.49;11.фев;6;1
06.янв;0.17;0.21;01.сен;0.09;44;130;0.99255;03.июл;0.41;09.июл;5;0
05.май;0.28;0.21;01.июн;0.032;23;85;0.99027;мар.42;0.42;12.май;5;0
06.июн;0.5;0.26;11.мар;0.029;32;110;0.99302;мар.27;0.78;12.сен;8;1
07.янв;0.44;0.27;08.апр;0.057;60;160;0.99257;мар.16;0.36;11.авг;6;1
06.сен;0.38;0.28;08.мар;0.062;22;166;0.99506;мар.16;0.72;10.июн;5;0
07.янв;0.44;0.27;08.апр;0.057;60;160;0.99257;мар.16;0.36;11.авг;6;1
06.фев;0.24;0.28;12.фев;0.049;54;133;0.9952;мар.19;0.37;10.июл;6;1
06.янв;0.28;0.27;8;0.048;41;162;0.99498;мар.21;0.51;09.сен;5;0
07.июн;0.26;0.32;01.мар;0.048;23;76;0.9903;фев.96;0.46;12;6;1
07.май;0.16;0.38;12.июл;0.043;70.5;163;0.99706;мар.15;0.82;10.апр;7;1
06.май;0.36;0.16;01.мар;0.054;11;107;0.99398;мар.19;0.39;08.май;5;0
06.июн;0.35;0.19;10.май;0.06;15;82;0.99588;мар.13;0.38;09.сен;4;0
05.июл;0.25;0.26;12.май;0.049;52.5;120;0.99691;03.авг;0.45;09.апр;6;1
07.апр;0.37;0.26;09.июн;0.05;33;134;0.99608;мар.13;0.46;10.апр;5;0
05.июл;0.25;0.21;01.май;0.044;21;108;0.99142;03.мар;0.59;11;6;1
05.авг;0.23;0.21;01.май;0.044;21;110;0.99138;03.мар;0.57;11;6;1
05.апр;0.265;0.28;07.авг;0.052;27;91;0.99432;мар.19;0.38;10.апр;6;1
05.июл;0.25;0.27;10.авг;0.05;58;116;0.99592;03.янв;0.5;09.авг;6;1
05.июл;0.25;0.26;12.май;0.049;52.5;106;0.99691;03.авг;0.45;09.апр;6;1
05.сен;0.23;0.28;08.июн;0.046;37;142;0.99432;мар.23;0.53;10.июн;6;1
06.фев;0.3;0.32;01.фев;0.052;32;185;0.99266;мар.28;0.44;10.янв;5;0
